,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
92,PQDP11,Shoppings,"R$ 2.003,99",184.0,"R$ 6,51","0,33%","1,78%","3,84%","7,19%","0,59%","0,64%","0,60%","2,65%","-1,73%","-1,41%","0,45%","R$ 800.467.303,08","R$ 3.356,58","0,60","0,45%","-0,06%","0,38%","0,91%","3,60%",N/A,1
93,RBHY11,Títulos e Val. Mob.,"R$ 98,00",1320.0,"R$ 1,45","1,45%","4,03%","8,33%","15,27%","1,34%","1,39%","1,27%","6,39%","-1,19%","0,25%","3,41%","R$ 185.762.734,80","R$ 98,11","1,00","1,48%","0,20%","1,68%","7,44%",N/A,N/A,0
94,RBHG11,Títulos e Val. Mob.,"R$ 86,46",2137.0,"R$ 1,30","1,43%","3,94%","7,95%","14,01%","1,31%","1,32%","1,17%","6,27%","-1,09%","0,33%","8,42%","R$ 166.795.155,28","R$ 96,55","0,90","1,35%","0,08%","1,42%","6,10%",N/A,N/A,0
95,RMAI11,Lajes Corporativas,"R$ 31,87",25.0,"R$ 0,26","0,78%","2,27%","4,01%","4,01%","0,76%","0,67%","0,33%","4,01%","-1,94%","-1,18%","-13,39%","R$ 265.344.746,54","R$ 108,58","0,29","0,24%","0,45%","0,69%","1,10%","23,44%",N/A,1
96,BBRC11,Outros,"R$ 99,94",354.0,"R$ 0,97","0,99%","2,91%","5,60%","10,59%","0,97%","0,93%","0,88%","4,76%","-0,96%","0,02%","2,60%","R$ 170.397.413,70","R$ 107,17","0,93","0,91%","-0,83%","0,06%","3,94%","5,37%","1,08%",20
97,RBRD11,Híbrido,"R$ 38,74",14305.0,"R$ 0,30","0,65%","1,92%","5,44%","6,97%","0,64%","0,91%","0,58%","5,03%","1,10%","1,76%","12,45%","R$ 130.471.665,38","R$ 70,46","0,55","0,43%","-0,52%","-0,10%","0,94%","15,52%",N/A,4
98,PORD11,Títulos e Val. Mob.,"R$ 96,90",5776.0,"R$ 1,52","1,57%","4,36%","7,90%","13,84%","1,45%","1,32%","1,15%","6,78%","1,89%","3,49%","10,45%","R$ 369.859.708,13","R$ 99,20","0,98","1,42%","0,03%","1,45%","4,92%",N/A,N/A,0
99,VSHO11,Shoppings,"R$ 78,49",204.0,"R$ 0,69","0,86%","2,37%","4,57%","9,05%","0,79%","0,76%","0,75%","3,81%","0,01%","0,88%","5,86%","R$ 213.265.274,29","R$ 101,61","0,77","0,68%","-0,75%","-0,08%","2,65%","12,96%",N/A,3
100,VOTS11,Títulos e Val. Mob.,"R$ 89,97",143.0,"R$ 1,40","1,56%","4,34%","7,54%","12,27%","1,45%","1,26%","1,02%","6,66%","-4,20%","-2,70%","13,92%","R$ 79.181.152,56","R$ 95,64","0,94","1,46%","-2,19%","-0,76%","3,89%",N/A,N/A,0
101,VTLT11,Logística,"R$ 89,59",4467.0,"R$ 0,83","0,89%","2,65%","5,24%","9,81%","0,88%","0,87%","0,82%","4,46%","0,27%","1,17%","5,80%","R$ 217.200.401,30","R$ 102,70","0,87","0,81%","-0,76%","0,04%","3,50%","0,00%","0,00%",1
102,KISU11,Títulos e Val. Mob.,"R$ 7,54",195835.0,"R$ 0,08","1,00%","2,70%","5,22%","9,47%","0,90%","0,87%","0,79%","4,35%","-1,97%","-0,98%","-4,04%","R$ 397.684.224,87","R$ 9,00","0,84","0,83%","-0,50%","0,33%","-0,71%",N/A,N/A,0
103,BBPO11,Lajes Corporativas,"R$ 80,70",15283.0,"R$ 0,89","1,06%","3,10%","5,98%","11,37%","1,03%","1,00%","0,95%","5,03%","-2,17%","-1,13%","-6,17%","R$ 1.512.931.778,94","R$ 95,04","0,85","0,94%","-0,90%","0,03%","3,87%","0,00%","0,00%",64
104,RBFF11,Títulos e Val. Mob.,"R$ 51,60",10024.0,"R$ 0,50","0,98%","2,81%","5,42%","10,17%","0,94%","0,90%","0,85%","4,59%","-3,57%","-2,63%","-3,62%","R$ 243.550.499,04","R$ 64,96","0,79","0,77%","-0,83%","-0,06%","3,16%",N/A,N/A,0
105,FPAB11,Lajes Corporativas,"R$ 195,12",64.0,"R$ 1,63","0,77%","2,21%","4,23%","7,58%","0,74%","0,70%","0,63%","3,54%","-1,89%","-1,13%","-0,26%","R$ 307.513.373,89","R$ 410,02","0,48","0,40%","0,00%","0,40%","1,98%","33,79%",N/A,1
106,EURO11,Logística,"R$ 217,39",450.0,"R$ 1,70","0,75%","2,37%","4,93%","9,34%","0,79%","0,82%","0,78%","4,10%","0,24%","0,99%","17,92%","R$ 120.082.868,33","R$ 312,77","0,70","0,54%","0,05%","0,59%","3,03%","0,00%",N/A,6
107,VISC11,Shoppings,"R$ 100,56",22040.0,"R$ 0,70","0,69%","2,06%","4,20%","7,40%","0,69%","0,70%","0,62%","3,42%","-1,46%","-0,78%","4,50%","R$ 2.037.764.034,54","R$ 115,15","0,87","0,61%","-0,43%","0,18%","2,16%","8,30%",N/A,15
108,VIFI11,Títulos e Val. Mob.,"R$ 6,97",7555.0,"R$ 0,06","0,85%","2,61%","5,14%","9,94%","0,87%","0,86%","0,83%","4,28%","-1,67%","-0,83%","-5,44%","R$ 72.445.994,24","R$ 8,96","0,78","0,67%","-0,76%","-0,09%","-70,47%",N/A,N/A,0
109,BCIA11,Títulos e Val. Mob.,"R$ 82,49",4127.0,"R$ 0,74","0,88%","2,54%","4,83%","9,21%","0,85%","0,81%","0,77%","4,09%","-1,47%","-0,60%","1,01%","R$ 389.494.590,19","R$ 104,73","0,79","0,71%","-0,17%","0,53%","3,82%",N/A,N/A,0
110,FIIP11B,Logística,"R$ 155,00",403.0,"R$ 1,28","0,83%","2,40%","4,71%","9,00%","0,80%","0,78%","0,75%","3,97%","-3,13%","-2,33%","-1,67%","R$ 186.038.544,78","R$ 200,65","0,77","0,64%","0,09%","0,73%","3,36%","0,00%",N/A,7
111,BCRI11,Títulos e Val. Mob.,"R$ 109,30",20989.0,"R$ 1,45","1,33%","3,74%","7,19%","13,44%","1,25%","1,20%","1,12%","5,94%","-1,18%","0,14%","4,18%","R$ 670.869.079,01","R$ 107,20","1,02","1,35%","0,81%","2,17%","5,51%",N/A,N/A,0
112,BNFS11,Outros,"R$ 119,02",230.0,"R$ 1,43","1,19%","3,41%","6,44%","12,02%","1,14%","1,07%","1,00%","5,44%","1,17%","2,38%","-0,28%","R$ 69.417.286,55","R$ 99,17","1,20","1,43%","0,01%","1,44%","5,44%","0,00%",N/A,18
113,HBRH11,Híbrido,"R$ 82,80",5837.0,"R$ 0,67","0,78%","2,54%","5,33%","10,49%","0,85%","0,89%","0,87%","4,29%","2,07%","2,87%","-2,05%","R$ 313.449.092,21","R$ 113,07","0,73","0,59%","-0,10%","0,48%","3,72%",N/A,N/A,3
114,RBVO11,Outros,"R$ 11,75",165.0,"R$ 0,01","0,08%","0,56%","1,89%","3,88%","0,19%","0,31%","0,32%","1,47%","-0,24%","-0,16%","2,39%","R$ 12.231.697,36","R$ 23,71","0,50","0,04%","1,31%","1,35%","4,85%",N/A,N/A,0
115,VCRR11,Residencial,"R$ 73,02",1060.0,"R$ 0,67","0,91%","2,73%","5,34%","0,00%","0,91%","0,89%","0,00%","4,49%","-3,94%","-3,07%","-0,33%","R$ 239.575.654,97","R$ 119,79","0,61","0,56%","0,07%","0,63%","2,96%",N/A,N/A,0
116,GALG11,Híbrido,"R$ 92,59",5189.0,"R$ 0,82","0,86%","2,58%","5,07%","9,92%","0,86%","0,85%","0,83%","4,26%","-0,39%","0,47%","-0,82%","R$ 584.193.098,84","R$ 101,62","0,91","0,81%","-0,58%","0,22%","2,43%","0,00%","0,00%",6
117,APTO11,Híbrido,"R$ 9,98",1273.0,"R$ 0,12","1,19%","3,41%","0,00%","0,00%","1,14%","0,00%","0,00%","5,28%","-2,88%","-1,73%","5,39%","R$ 38.808.751,87","R$ 9,67","1,03","1,24%","-0,51%","0,72%","2,93%",N/A,N/A,0
118,RNGO11,Lajes Corporativas,"R$ 46,75",1415.0,"R$ 0,39","0,80%","2,31%","4,39%","8,05%","0,77%","0,73%","0,67%","3,73%","-2,38%","-1,60%","-0,49%","R$ 234.619.574,18","R$ 87,68","0,53","0,44%","0,06%","0,50%","2,33%","24,10%",N/A,3
119,KNCR11,Títulos e Val. Mob.,"R$ 101,67",94030.0,"R$ 1,08","1,05%","2,98%","5,44%","8,69%","0,99%","0,91%","0,72%","4,63%","0,51%","1,57%","7,45%","R$ 4.036.597.525,47","R$ 101,13","1,01","1,07%","0,02%","1,09%","4,90%",N/A,N/A,0
120,VLOL11,Lajes Corporativas,"R$ 98,00",785.0,"R$ 0,61","0,62%","1,81%","3,47%","6,33%","0,60%","0,58%","0,53%","2,91%","0,22%","0,85%","8,16%","R$ 184.805.807,65","R$ 103,54","0,95","0,60%","0,00%","0,60%","2,23%","0,00%",N/A,1
121,KFOF11,Títulos e Val. Mob.,"R$ 75,79",7157.0,"R$ 0,68","0,85%","2,59%","5,08%","9,54%","0,86%","0,85%","0,80%","4,29%","-0,52%","0,32%","9,39%","R$ 431.804.707,84","R$ 95,25","0,80","0,71%","-0,25%","0,46%","5,03%",N/A,N/A,0
122,ARRI11,Títulos e Val. Mob.,"R$ 96,19",3170.0,"R$ 1,41","1,47%","4,11%","8,50%","16,04%","1,37%","1,42%","1,34%","6,71%","-2,63%","-1,20%","2,24%","R$ 106.085.819,56","R$ 93,55","1,03","1,37%","-0,60%","0,76%","6,99%",N/A,N/A,0
123,ITIP11,Títulos e Val. Mob.,"R$ 83,48",663.0,"R$ 1,02","1,17%","3,53%","7,13%","13,13%","1,18%","1,19%","1,09%","5,93%","4,83%","6,06%","13,49%","R$ 65.492.720,72","R$ 87,54","0,95","1,17%","0,19%","1,36%","4,11%",N/A,N/A,0
124,TEPP11,Lajes Corporativas,"R$ 70,12",3945.0,"R$ 0,50","0,73%","2,15%","4,13%","7,81%","0,72%","0,69%","0,65%","3,45%","-2,75%","-2,04%","-3,49%","R$ 381.155.465,82","R$ 90,28","0,78","0,55%","-0,26%","0,30%","1,32%","9,06%","18,03%",5
125,BBFI11B,Lajes Corporativas,"R$ 1.750,00",385.0,"R$ 25,65","1,32%","4,08%","7,86%","14,37%","1,36%","1,31%","1,20%","6,19%","-6,02%","-4,77%","-9,90%","R$ 370.762.576,82","R$ 2.852,02","0,61","1,12%","0,13%","1,25%","2,11%","39,11%",N/A,2
126,HGFF11,Títulos e Val. Mob.,"R$ 70,70",3854.0,"R$ 0,62","0,85%","2,52%","4,87%","8,97%","0,84%","0,81%","0,75%","4,10%","-3,05%","-2,23%","0,55%","R$ 256.100.841,42","R$ 89,43","0,79","0,69%","-0,17%","0,53%","3,16%",N/A,N/A,0
127,LGCP11,Logística,"R$ 78,53",7551.0,"R$ 0,60","0,77%","2,29%","4,44%","8,30%","0,76%","0,74%","0,69%","3,77%","-2,20%","-1,44%","-2,11%","R$ 279.002.316,82","R$ 102,09","0,77","0,59%","0,01%","0,60%","3,01%","0,50%",N/A,5
128,HGPO11,Lajes Corporativas,"R$ 259,75",1003.0,"R$ 1,35","0,52%","1,56%","3,15%","6,72%","0,52%","0,53%","0,56%","2,59%","0,31%","0,83%","3,02%","R$ 470.185.660,24","R$ 268,21","0,97","0,50%","0,01%","0,51%","2,59%","4,99%","2,72%",2
129,HGRE11,Lajes Corporativas,"R$ 130,87",9975.0,"R$ 0,78","0,60%","1,77%","4,84%","8,53%","0,59%","0,81%","0,71%","2,82%","2,26%","2,87%","1,61%","R$ 1.924.601.744,59","R$ 162,86","0,80","0,48%","-1,08%","-0,61%","0,46%","27,13%","29,17%",21
130,YUFI11B,Residencial,N/A,N/A,"R$ 0,60","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 41.106.356,80","R$ 104,03",N/A,"0,58%","-0,28%","0,29%","2,72%",N/A,N/A,0
131,MFII11,Híbrido,"R$ 95,45",3818.0,"R$ 1,10","1,12%","3,31%","6,60%","12,81%","1,10%","1,10%","1,07%","5,48%","-5,48%","-4,42%","-5,94%","R$ 424.973.878,67","R$ 102,48","0,93","1,07%","-2,15%","-1,10%","-0,68%",N/A,N/A,9
132,TRXF11,Outros,"R$ 98,35",12848.0,"R$ 0,85","0,86%","2,46%","4,94%","9,27%","0,82%","0,82%","0,77%","4,05%","-1,12%","-0,27%","1,44%","R$ 708.147.194,50","R$ 97,75","1,01","0,87%","-1,00%","-0,14%","0,97%","0,00%",N/A,44
133,RRCI11,Títulos e Val. Mob.,"R$ 89,57",1043.0,"R$ 1,40","1,53%","4,41%","8,31%","14,35%","1,47%","1,38%","1,20%","7,09%","-1,03%","0,49%","14,29%","R$ 47.284.328,37","R$ 98,15","0,91","1,43%","0,05%","1,48%","7,48%",N/A,N/A,0
134,NVIF11B,Outros,N/A,N/A,"R$ 0,44","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 85.940.184,88","R$ 254,71",N/A,"0,17%","0,44%","0,61%","0,42%",N/A,N/A,0
135,PATC11,Lajes Corporativas,"R$ 67,90",6078.0,"R$ 0,32","0,47%","1,40%","2,77%","5,60%","0,47%","0,46%","0,47%","2,31%","0,88%","1,35%","7,09%","R$ 303.082.185,17","R$ 87,16","0,78","0,37%","0,11%","0,47%","2,86%","21,90%","18,90%",6
136,SPTW11,Lajes Corporativas,"R$ 43,37",3571.0,"R$ 0,40","0,91%","2,71%","5,36%","15,98%","0,90%","0,89%","1,33%","4,50%","-1,15%","-0,25%","1,05%","R$ 95.065.138,49","R$ 52,87","0,82","0,76%","0,06%","0,81%","3,30%","0,00%",N/A,1
137,LASC11,Shoppings,"R$ 92,00",12971.0,"R$ 0,37","0,41%","1,80%","3,67%","6,98%","0,60%","0,61%","0,58%","3,02%","4,05%","4,47%","3,06%","R$ 282.692.671,94","R$ 112,26","0,82","0,33%","-0,32%","0,01%","1,51%","2,40%",N/A,3
138,VRTA11,Títulos e Val. Mob.,"R$ 97,62",19716.0,"R$ 1,25","1,25%","3,52%","7,03%","13,20%","1,17%","1,17%","1,10%","5,90%","-2,50%","-1,28%","0,93%","R$ 1.266.271.603,58","R$ 96,28","1,01","1,30%","-0,37%","0,92%","6,66%",N/A,N/A,0
139,JGPX11,Híbrido,"R$ 97,77",959.0,"R$ 1,25","1,27%","3,75%","0,00%","0,00%","1,25%","0,00%","0,00%","5,93%","-0,90%","0,35%","8,11%","R$ 85.843.239,06","R$ 96,14","1,02","1,30%","0,16%","1,46%","6,06%",N/A,N/A,0
140,BPFF11,Títulos e Val. Mob.,"R$ 63,83",6279.0,"R$ 0,75","1,15%","3,09%","5,72%","10,61%","1,03%","0,95%","0,88%","4,89%","0,26%","1,42%","-0,57%","R$ 349.434.722,44","R$ 77,78","0,82","0,96%","-0,59%","0,37%","2,36%",N/A,N/A,0
141,OUJP11,Títulos e Val. Mob.,"R$ 94,50",9098.0,"R$ 1,40","1,47%","4,24%","7,87%","13,64%","1,41%","1,31%","1,14%","6,84%","-0,69%","0,77%","11,20%","R$ 330.593.078,37","R$ 101,65","0,93","1,38%","-0,14%","1,24%","7,09%",N/A,N/A,0
142,XPSF11,Outros,"R$ 7,07",188193.0,"R$ 0,07","0,96%","2,85%","5,42%","10,51%","0,95%","0,90%","0,88%","4,58%","-90,24%","-90,14%","-90,56%","R$ 375.228.449,53","R$ 8,67","0,82","0,80%","-90,09%","-90,02%","-89,78%",N/A,N/A,0
143,XPCA11,Títulos e Val. Mob.,"R$ 9,93",121651.0,"R$ 0,14","1,39%","4,16%","0,00%","0,00%","1,39%","0,00%","0,00%","6,33%","-3,18%","-1,83%","10,90%","R$ 134.119.495,76","R$ 9,52","1,04","1,47%","-0,26%","1,20%","6,37%",N/A,N/A,0
144,IDFI11,Híbrido,"R$ 82,48",39.0,"R$ 1,30","1,49%","3,95%","8,35%","0,00%","1,32%","1,39%","0,00%","6,69%","-11,25%","-9,92%","-8,92%","R$ 180.214.602,95","R$ 87,57","0,94","1,48%","-7,89%","-6,53%","-10,00%",N/A,N/A,0
145,RZAG11,Títulos e Val. Mob.,"R$ 9,97",159777.0,"R$ 0,13","1,26%","3,53%","6,60%","0,00%","1,18%","1,10%","0,00%","5,75%","-2,63%","-1,40%","7,50%","R$ 289.691.582,98","R$ 9,55","1,04","1,32%","0,09%","1,41%","6,25%",N/A,N/A,0
146,QAMI11,Híbrido,"R$ 92,50",214.0,"R$ 1,50","1,61%","4,02%","8,14%","15,51%","1,34%","1,36%","1,29%","6,54%","-2,65%","-1,08%","0,21%","R$ 73.056.364,17","R$ 91,16","1,01","1,35%","0,06%","1,41%","5,39%",N/A,N/A,0
147,RBRS11,Híbrido,"R$ 59,01",29.0,"R$ 0,48","0,78%","2,20%","4,11%","7,67%","0,73%","0,69%","0,64%","3,47%","-1,70%","-0,94%","-5,56%","R$ 138.609.258,54","R$ 92,12","0,64","0,52%","0,05%","0,57%","0,87%",N/A,N/A,0
148,NEWL11,Híbrido,"R$ 91,70",12519.0,"R$ 0,80","0,84%","2,43%","5,31%","10,16%","0,81%","0,89%","0,85%","4,00%","-5,02%","-4,22%","-3,39%","R$ 237.060.611,85","R$ 116,60","0,79","0,69%","0,13%","0,82%","4,21%","0,00%",N/A,2
149,JPPA11,Títulos e Val. Mob.,"R$ 105,76",4898.0,"R$ 2,00","1,92%","5,22%","9,39%","15,78%","1,74%","1,57%","1,32%","7,97%","0,22%","2,15%","15,33%","R$ 64.361.837,77","R$ 106,57","0,99","1,88%","0,25%","2,13%","9,11%",N/A,N/A,0
150,HOSI11,Híbrido,"R$ 69,10",819.0,"R$ 0,36","0,51%","1,51%","3,26%","7,05%","0,50%","0,54%","0,59%","2,51%","-3,34%","-2,85%","-0,94%","R$ 52.763.160,86","R$ 92,01","0,75","0,39%","0,28%","0,68%","1,22%",N/A,N/A,2
151,FVPQ11,Shoppings,"R$ 115,79",94.0,"R$ 0,75","0,64%","1,93%","4,23%","6,73%","0,64%","0,71%","0,56%","3,54%","-1,24%","-0,61%","19,46%","R$ 555.123.785,59","R$ 198,25","0,58","0,38%","-0,03%","0,35%","2,09%","5,50%",N/A,1
152,PATL11,Híbrido,"R$ 77,50",85425.0,"R$ 0,58","0,75%","2,27%","4,54%","9,24%","0,76%","0,76%","0,77%","3,78%","0,74%","1,50%","6,45%","R$ 489.268.515,89","R$ 98,02","0,79","0,59%","-0,02%","0,58%","2,98%","0,00%","0,00%",4
153,HGIC11,Títulos e Val. Mob.,"R$ 109,98",9.0,"R$ 0,99","0,88%","2,69%","5,74%","10,67%","0,90%","0,96%","0,89%","4,67%","1,30%","2,20%","10,14%","R$ 31.666.498,37","R$ 113,93","0,97","0,87%","1,54%","2,42%","10,47%",N/A,N/A,0
154,SPVJ11,Outros,N/A,N/A,"R$ 0,66","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 679.062.031,01","R$ 107,58",N/A,"0,61%","-0,03%","0,58%","3,05%",N/A,N/A,0
155,SADI11,Títulos e Val. Mob.,"R$ 90,76",7902.0,"R$ 1,06","1,15%","3,17%","5,85%","9,11%","1,06%","0,97%","0,76%","5,02%","0,62%","1,78%","7,57%","R$ 321.097.673,90","R$ 100,97","0,90","1,05%","0,20%","1,25%","5,06%",N/A,N/A,0
156,HCHG11,Outros,"R$ 81,49",354.0,"R$ 0,88","1,05%","3,08%","5,80%","0,00%","1,03%","0,97%","0,00%","4,89%","0,58%","1,64%","-1,54%","R$ 124.082.191,95","R$ 103,40","0,79","0,85%","0,40%","1,25%","10,58%",N/A,N/A,0
157,XPCM11,Lajes Corporativas,"R$ 15,08",5403.0,"R$ 0,18","1,09%","3,18%","5,37%","10,28%","1,06%","0,90%","0,86%","4,88%","-6,00%","-4,97%","-9,79%","R$ 129.112.080,33","R$ 53,47","0,28","0,34%","-0,57%","-0,24%","-0,69%","100,00%",N/A,1
158,HABT11,Títulos e Val. Mob.,"R$ 101,82",17056.0,"R$ 1,40","1,35%","3,68%","7,14%","15,12%","1,23%","1,19%","1,26%","5,97%","-0,60%","0,74%","-1,40%","R$ 738.157.916,85","R$ 99,45","1,02","1,41%","0,76%","2,18%","8,23%",N/A,N/A,0
159,KNSC11,Títulos e Val. Mob.,"R$ 93,25",42659.0,"R$ 1,35","1,43%","3,79%","7,54%","14,60%","1,26%","1,26%","1,22%","6,10%","-0,56%","0,87%","0,59%","R$ 1.187.259.742,46","R$ 89,43","1,04","1,51%","-0,60%","0,90%","5,56%",N/A,N/A,0
160,PQAG11,Logística,"R$ 57,12",2.0,"R$ 0,41","0,72%","2,09%","4,15%","7,68%","0,70%","0,69%","0,64%","3,49%","-5,12%","-4,43%","4,32%","R$ 797.170.393,11","R$ 56,97","1,00","0,72%","0,02%","0,74%","3,77%","0,00%",N/A,1
161,HPDP11,Shoppings,"R$ 82,46",2.0,"R$ 0,45","0,54%","1,65%","3,35%","5,94%","0,55%","0,56%","0,50%","2,72%","2,45%","3,00%","3,36%","R$ 275.728.285,78","R$ 94,79","0,87","0,47%","0,01%","0,49%","2,41%","2,00%",N/A,1
162,KNHY11,Títulos e Val. Mob.,"R$ 103,60",27537.0,"R$ 1,75","1,67%","4,34%","7,98%","15,00%","1,45%","1,33%","1,25%","6,61%","1,55%","3,25%","4,71%","R$ 1.809.753.635,54","R$ 97,87","1,06","1,79%","-0,23%","1,56%","6,49%",N/A,N/A,0
163,CXCO11,Lajes Corporativas,"R$ 75,92",2561.0,"R$ 0,73","0,95%","2,73%","5,19%","9,55%","0,91%","0,87%","0,80%","4,39%","-1,09%","-0,15%","-0,79%","R$ 378.773.190,18","R$ 96,52","0,79","0,76%","0,65%","1,42%","3,99%",N/A,N/A,0
164,XPCI11,Outros,"R$ 92,73",26884.0,"R$ 1,22","1,29%","3,69%","6,97%","12,81%","1,23%","1,16%","1,07%","5,97%","-1,97%","-0,71%","2,91%","R$ 842.397.396,03","R$ 96,81","0,96","1,26%","-0,54%","0,71%","7,94%",N/A,N/A,0
165,SARE11,Híbrido,"R$ 68,06",14628.0,"R$ 0,62","0,84%","2,52%","5,20%","9,75%","0,84%","0,87%","0,81%","4,28%","-3,77%","-2,97%","6,89%","R$ 911.210.974,25","R$ 98,68","0,69","0,63%","-0,19%","0,44%","2,64%","6,20%",N/A,3
166,ABCP11,Shoppings,"R$ 70,38",844.0,"R$ 0,59","0,81%","2,37%","4,82%","9,05%","0,79%","0,80%","0,75%","3,99%","-1,45%","-0,65%","1,83%","R$ 1.120.247.855,81","R$ 91,79","0,77","0,64%","-0,04%","0,61%","3,33%","7,50%",N/A,1
167,HLOG11,Logística,"R$ 88,38",567.0,"R$ 0,65","0,75%","2,18%","4,24%","7,82%","0,73%","0,71%","0,65%","3,58%","-5,94%","-5,23%","-3,75%","R$ 472.461.986,94","R$ 111,17","0,80","0,58%","-0,73%","-0,15%","1,61%","58,00%","0,00%",3
168,HREC11,Títulos e Val. Mob.,"R$ 96,20",6378.0,"R$ 1,30","1,33%","3,34%","6,21%","11,31%","1,11%","1,04%","0,94%","5,20%","1,45%","2,80%","7,37%","R$ 432.274.986,83","R$ 92,83","1,04","1,40%","0,16%","1,56%","6,59%",N/A,N/A,0
169,RBED11,Outros,"R$ 117,50",2217.0,"R$ 1,16","0,95%","2,79%","5,47%","10,12%","0,93%","0,91%","0,84%","4,65%","-0,88%","0,07%","6,03%","R$ 286.633.457,39","R$ 141,78","0,83","0,82%","0,04%","0,86%","4,26%","0,00%",N/A,5
170,XPLG11,Logística,"R$ 94,00",34367.0,"R$ 0,68","0,71%","2,06%","4,06%","7,75%","0,69%","0,68%","0,65%","3,43%","-2,54%","-1,85%","0,34%","R$ 3.082.675.354,63","R$ 113,75","0,83","0,60%","0,44%","1,04%","6,61%","8,80%","1,20%",13
171,RBVA11,Outros,"R$ 89,70",8613.0,"R$ 0,92","0,99%","2,85%","5,65%","10,97%","0,95%","0,94%","0,91%","4,76%","-6,48%","-5,55%","-1,48%","R$ 1.193.288.764,70","R$ 102,97","0,87","0,89%","0,00%","0,89%","4,42%","0,70%",N/A,72
172,HUSC11,Outros,"R$ 100,00",31.0,"R$ 0,96","1,00%","2,51%","3,83%","7,53%","0,84%","0,64%","0,63%","3,34%","4,02%","5,06%","-11,78%","R$ 113.579.867,97","R$ 142,94","0,70","0,67%","-0,02%","0,66%","2,06%",N/A,N/A,0
173,KNRI11,Híbrido,"R$ 131,09",22202.0,"R$ 0,84","0,63%","1,84%","3,68%","6,88%","0,61%","0,61%","0,57%","3,06%","-3,14%","-2,53%","3,23%","R$ 3.795.886.422,30","R$ 157,13","0,83","0,53%","-0,02%","0,52%","2,35%","2,00%","6,72%",20
174,BICR11,Títulos e Val. Mob.,"R$ 99,00",102.0,"R$ 0,91","0,92%","2,75%","4,63%","7,52%","0,92%","0,77%","0,63%","4,04%","0,49%","1,42%","8,70%","R$ 50.085.080,06","R$ 100,17","0,99","0,91%","0,87%","1,79%","4,58%",N/A,N/A,0
175,ITIT11,Títulos e Val. Mob.,"R$ 72,95",938.0,"R$ 0,54","0,75%","2,30%","4,57%","0,00%","0,77%","0,76%","0,00%","3,82%","1,74%","2,50%","3,35%","R$ 70.959.417,68","R$ 78,80","0,93","0,69%","-1,44%","-0,76%","1,38%",N/A,N/A,0
176,BTSG11,Híbrido,N/A,N/A,"R$ 0,78","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 103.262.686,68","R$ 133,24",N/A,"0,59%","0,00%","0,59%","2,98%",N/A,N/A,0
177,LUGG11,Residencial,"R$ 82,00",116.0,"R$ 0,60","0,72%","2,21%","4,11%","7,50%","0,74%","0,68%","0,62%","3,46%","4,30%","5,05%","-0,47%","R$ 112.508.527,31","R$ 125,01","0,66","0,48%","0,00%","0,47%","2,39%","2,40%",N/A,4
178,HGLG11,Logística,"R$ 162,31",35761.0,"R$ 1,10","0,67%","2,01%","4,34%","8,99%","0,67%","0,72%","0,75%","3,32%","0,66%","1,33%","0,30%","R$ 3.501.807.619,41","R$ 149,29","1,09","0,74%","0,47%","1,21%","4,38%","6,90%","6,50%",17
179,RBCO11,Lajes Corporativas,"R$ 39,50",2834.0,"R$ 0,35","0,94%","2,50%","4,57%","9,06%","0,83%","0,76%","0,75%","3,84%","-11,62%","-10,79%","-30,66%","R$ 321.898.927,30","R$ 85,18","0,46","0,41%","0,11%","0,52%","-13,61%","46,00%","50,00%",4
180,HGRU11,Híbrido,"R$ 116,92",34670.0,"R$ 0,82","0,69%","2,14%","4,11%","8,05%","0,71%","0,69%","0,67%","3,47%","2,51%","3,22%","6,77%","R$ 2.191.214.311,59","R$ 119,05","0,98","0,69%","0,17%","0,86%","3,66%","0,00%","0,00%",17
181,CBOP11,Lajes Corporativas,"R$ 61,15",136.0,"R$ 0,49","0,78%","2,37%","7,98%","12,36%","0,79%","1,33%","1,03%","3,85%","-0,62%","0,16%","-10,20%","R$ 110.193.615,85","R$ 77,88","0,79","0,63%","-12,81%","-12,26%","-11,52%","33,59%","30,79%",1
182,HGCR11,Títulos e Val. Mob.,"R$ 104,00",17219.0,"R$ 1,15","1,08%","3,12%","6,28%","11,76%","1,04%","1,05%","0,98%","5,10%","0,21%","1,29%","5,77%","R$ 1.504.251.061,11","R$ 102,56","1,01","1,12%","0,04%","1,16%","6,42%",N/A,N/A,0
