,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Acumulado,DY (6M)Acumulado,DY (12M)Acumulado,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,DYPatrimonial,VariaçãoPatrimonial,Rentab. Patr.no Período,Rentab. Patr.Acumulada,VacânciaFísica,VacânciaFinanceira,QuantidadeAtivos
92,BLCP11,Outros,"R$ 84,00",4.0,"R$ 0,50","0,66%","1,18%","3,08%","6,92%","0,39%","0,51%","0,58%","6,22%","-7,82%","-7,21%","-21,86%","R$ 225.882.453,79","R$ 98,37","0,85","0,51%","0,00%","0,51%","1,48%","7,90%",N/A,2
93,MORE11,Títulos e Val. Mob.,"R$ 77,40",4771.0,"R$ 0,65","0,90%","2,61%","4,97%","8,84%","0,87%","0,83%","0,74%","7,97%","-5,95%","-5,10%","-29,43%","R$ 202.657.376,23","R$ 87,39","0,89","0,74%","-3,41%","-2,69%","-6,83%",N/A,N/A,0
94,MGCR11,Títulos e Val. Mob.,"R$ 87,01",480.0,"R$ 0,95","1,12%","2,98%","5,56%","10,44%","0,99%","0,93%","0,87%","9,73%","1,14%","2,27%","-2,66%","R$ 136.040.564,39","R$ 95,65","0,91","0,99%","-0,58%","0,41%","8,99%",N/A,N/A,0
95,TRNT11,Lajes Corporativas,"R$ 109,00",5.0,"R$ 0,35","0,35%","0,91%","1,91%","3,50%","0,30%","0,32%","0,29%","3,17%","-12,39%","-12,08%","-33,65%","R$ 814.380.621,51","R$ 206,93","0,53","0,17%","-0,01%","0,16%","1,25%","50,90%",N/A,1
96,BRLA11,Híbrido,"R$ 143,98",1.0,"R$ 0,98","0,67%","1,31%","1,31%","1,31%","0,44%","0,22%","0,11%","1,31%","-1,34%","-0,68%","-0,04%","R$ 240.018.351,65","R$ 161,30","0,89","0,61%","0,01%","0,62%","-0,88%",N/A,N/A,0
97,GCRI11,Títulos e Val. Mob.,"R$ 98,50",1013.0,"R$ 1,12","1,14%","3,21%","6,24%","0,00%","1,07%","1,04%","0,00%","8,14%","0,36%","1,50%","4,46%","R$ 99.914.922,00","R$ 99,88","0,99","1,12%","-1,62%","-0,52%","3,24%",N/A,N/A,0
98,AFHI11,Títulos e Val. Mob.,"R$ 99,60",6759.0,"R$ 1,25","1,28%","3,60%","6,53%","0,00%","1,20%","1,09%","0,00%","7,16%","-0,36%","0,92%","10,14%","R$ 176.825.735,80","R$ 98,91","1,01","1,26%","1,20%","2,47%","8,01%",N/A,N/A,0
99,WTSP11B,Híbrido,"R$ 46,00",103.0,"R$ 0,48","1,01%","2,53%","4,46%","6,33%","0,84%","0,74%","0,53%","6,10%","-4,02%","-3,05%","-3,60%","R$ 79.009.528,93","R$ 79,60","0,58","0,61%","0,02%","0,63%","3,44%",N/A,N/A,0
100,OULG11,Outros,"R$ 53,66",955.0,"R$ 0,50","0,96%","2,69%","4,90%","9,07%","0,90%","0,82%","0,76%","8,36%","-3,94%","-3,02%","-27,10%","R$ 230.794.116,97","R$ 93,01","0,58","0,54%","0,05%","0,59%","4,83%","0,00%",N/A,2
101,OUFF11,Títulos e Val. Mob.,"R$ 71,50",1675.0,"R$ 0,65","0,90%","2,83%","5,38%","10,25%","0,94%","0,90%","0,85%","9,18%","11,34%","12,33%","-8,87%","R$ 137.349.990,71","R$ 75,70","0,94","0,86%","-4,79%","-3,97%","-10,45%",N/A,N/A,0
102,OURE11,Títulos e Val. Mob.,"R$ 86,38",1439.0,"R$ 1,10","1,26%","3,82%","6,62%","11,83%","1,27%","1,10%","0,99%","10,59%","0,28%","1,54%","1,59%","R$ 99.060.743,99","R$ 91,97","0,94","1,20%","0,15%","1,34%","1,26%",N/A,N/A,0
103,RZAK11,Títulos e Val. Mob.,"R$ 92,50",8653.0,"R$ 1,10","1,31%","3,31%","5,82%","0,00%","1,10%","0,97%","0,00%","8,34%","-2,33%","-1,05%","-8,76%","R$ 285.187.459,44","R$ 95,01","0,97","1,16%","-0,45%","0,70%","2,75%",N/A,N/A,0
104,BLMC11,Outros,"R$ 98,61",14.0,"R$ 1,20","1,21%","3,32%","5,85%","0,00%","1,11%","0,98%","0,00%","6,62%","-0,50%","0,70%","3,55%","R$ 40.334.937,40","R$ 100,96","0,98","1,19%","0,95%","2,15%","5,46%",N/A,N/A,0
105,ARCT11,Híbrido,"R$ 107,00",14335.0,"R$ 1,74","1,70%","4,23%","6,80%","15,43%","1,41%","1,13%","1,29%","14,75%","0,59%","2,30%","-14,66%","R$ 164.876.366,56","R$ 103,20","1,04","1,69%","0,02%","1,70%","15,87%",N/A,N/A,4
106,CORM11,Híbrido,"R$ 101,84",279.0,"R$ 1,06","1,01%","3,13%","6,14%","0,00%","1,04%","1,02%","0,00%","6,14%","2,96%","4,00%","1,17%","R$ 85.361.211,11","R$ 93,06","1,09","1,14%","-1,28%","-0,16%","0,12%",N/A,N/A,0
107,AFOF11,Títulos e Val. Mob.,"R$ 84,19",1028.0,"R$ 0,84","1,02%","3,14%","0,00%","0,00%","1,05%","0,00%","0,00%","3,87%","3,29%","4,35%","-10,13%","R$ 66.802.372,42","R$ 96,65","0,87","0,87%","-2,66%","-1,81%","-5,67%",N/A,N/A,0
108,RECX11,Outros,"R$ 88,40",116.0,"R$ 1,00","1,13%","3,09%","5,70%","0,00%","1,03%","0,95%","0,00%","7,61%","-2,64%","-1,54%","-4,43%","R$ 18.534.238,67","R$ 84,90","1,04","1,18%","-3,35%","-2,21%","-2,79%",N/A,N/A,0
109,SNCI11,Títulos e Val. Mob.,"R$ 102,70",6689.0,"R$ 1,20","1,20%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,35%","0,28%","1,48%","2,65%","R$ 155.304.701,95","R$ 101,69","1,01","1,18%","0,75%","1,94%","3,43%",N/A,N/A,0
110,SNFF11,Títulos e Val. Mob.,"R$ 88,83",8216.0,"R$ 0,70","0,78%","2,22%","3,95%","0,00%","0,74%","0,66%","0,00%","4,06%","0,89%","1,67%","-6,49%","R$ 215.906.222,37","R$ 86,36","1,03","0,81%","-4,42%","-3,65%","-6,86%",N/A,N/A,0
111,MCHY11,Títulos e Val. Mob.,"R$ 120,00",5.0,"R$ 1,30","1,10%","3,36%","0,00%","0,00%","1,12%","0,00%","0,00%","3,36%","-1,20%","-0,12%","10,94%","R$ 358.520.000,88","R$ 101,36","1,18","1,28%","2,51%","3,83%","8,15%",N/A,N/A,0
112,BTLG11,Logística,"R$ 104,95",35314.0,"R$ 0,72","0,69%","2,07%","4,03%","7,41%","0,69%","0,67%","0,62%","6,87%","1,07%","1,77%","-5,89%","R$ 1.522.704.994,65","R$ 99,99","1,05","0,72%","-0,29%","0,43%","3,68%",N/A,"2,80%",16
113,XPIN11,Outros,"R$ 91,03",4585.0,"R$ 0,63","0,70%","2,11%","4,06%","7,42%","0,70%","0,68%","0,62%","6,89%","6,40%","7,14%","-16,25%","R$ 787.121.257,78","R$ 110,08","0,83","0,57%","-1,02%","-0,45%","4,32%","16,30%",N/A,5
114,XPML11,Shoppings,"R$ 91,00",45230.0,"R$ 0,55","0,59%","1,69%","3,33%","5,27%","0,56%","0,55%","0,44%","4,69%","-0,28%","0,31%","-12,84%","R$ 1.945.352.415,30","R$ 104,13","0,87","0,53%","0,08%","0,61%","1,96%","4,80%",N/A,13
115,ALZR11,Logística,"R$ 113,45",8324.0,"R$ 0,65","0,60%","1,75%","3,45%","6,17%","0,58%","0,57%","0,51%","5,86%","5,85%","6,48%","-11,78%","R$ 643.082.533,83","R$ 108,59","1,04","0,60%","0,01%","0,61%","5,13%","0,00%",N/A,14
116,FCFL11,Outros,"R$ 110,94",1026.0,"R$ 0,75","0,75%","2,17%","4,15%","7,35%","0,72%","0,69%","0,61%","6,88%","1,26%","2,02%","-4,43%","R$ 352.533.065,59","R$ 101,48","1,09","0,74%","0,01%","0,75%","4,30%","0,00%",N/A,1
117,BTAL11,Outros,"R$ 98,00",10034.0,"R$ 0,80","0,85%","2,52%","4,75%","0,00%","0,84%","0,79%","0,00%","6,11%","4,05%","4,93%","-3,32%","R$ 616.134.581,99","R$ 102,99","0,95","0,78%","0,32%","1,10%","4,35%",N/A,N/A,7
118,ERCR11,Híbrido,"R$ 76.000,00",1.0,"R$ 1,31","0,00%","0,00%","1,17%","0,00%","0,00%","0,20%","0,00%","2,17%","0,00%","0,00%","-1,42%","R$ 177.302.795,70","R$ 74.622,39","1,02","0,00%","-1,11%","-1,11%","-7,93%",N/A,N/A,0
119,FLRP11,Shoppings,"R$ 1.205,00",35.0,"R$ 6,70","0,56%","1,53%","2,75%","5,26%","0,51%","0,46%","0,44%","4,78%","1,28%","1,85%","-4,31%","R$ 108.777.317,33","R$ 1.667,55","0,72","0,40%","0,12%","0,53%","3,53%","2,34%",N/A,1
120,CNES11,Lajes Corporativas,"R$ 33,51",91.0,"R$ 0,13","0,37%","0,92%","1,85%","3,22%","0,31%","0,31%","0,27%","2,89%","-3,25%","-2,89%","-31,96%","R$ 255.504.234,99","R$ 86,63","0,39","0,15%","-0,65%","-0,50%","-4,61%","56,70%",N/A,1
121,BTRA11,Outros,"R$ 98,01",7122.0,"R$ 0,90","0,93%","2,46%","0,00%","0,00%","0,82%","0,00%","0,00%","3,33%","13,26%","14,32%","-3,72%","R$ 336.025.608,31","R$ 99,87","0,98","0,90%","-0,01%","0,90%","2,99%",N/A,N/A,0
122,EDGA11,Lajes Corporativas,"R$ 22,66",1509.0,"R$ 0,10","0,42%","1,46%","3,02%","0,00%","0,49%","0,50%","0,00%","5,61%","-3,94%","-3,54%","-22,76%","R$ 300.146.278,44","R$ 78,74","0,29","0,12%","0,00%","0,12%","0,37%","48,80%",N/A,1
123,GAME11,Híbrido,"R$ 104,00",1412.0,"R$ 1,08","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 205.123.675,99","R$ 99,57","1,04",N/A,N/A,N/A,N/A,N/A,N/A,0
124,MATV11,Títulos e Val. Mob.,"R$ 98,50",2050.0,"R$ 1,10","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 33.023.409,50","R$ 95,09","1,04","1,16%","-4,59%","-3,48%","-3,48%",N/A,N/A,0
125,MORC11,Títulos e Val. Mob.,"R$ 99,98",9653.0,"R$ 1,25","1,25%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,25%","0,00%","1,25%","1,25%","R$ 79.192.890,26","R$ 101,54","0,98","1,23%","1,43%","2,68%","2,68%",N/A,N/A,0
126,CCRF11,Títulos e Val. Mob.,"R$ 102,00",90.0,"R$ 1,10","1,08%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,89%","0,00%","1,08%","1,90%","R$ 160.932.143,66","R$ 102,38","1,00","1,08%","1,67%","2,77%","2,77%",N/A,N/A,0
127,VVPR11,Híbrido,"R$ 96,00",24.0,"R$ 0,62","0,66%","2,23%","4,45%","8,50%","0,74%","0,74%","0,71%","8,50%","0,00%","0,66%","0,37%","R$ 238.520.413,19","R$ 103,44","0,93","0,73%","0,14%","0,87%","4,29%","0,00%",N/A,6
128,PQDP11,Shoppings,"R$ 1.982,08",216.0,"R$ 16,40","0,78%","2,22%","4,10%","5,48%","0,74%","0,68%","0,46%","5,20%","8,76%","9,61%","-22,02%","R$ 864.538.143,07","R$ 3.625,25","0,55","0,45%","-0,10%","0,36%","3,27%","3,60%",N/A,1
129,PVBI11,Lajes Corporativas,"R$ 87,61",28466.0,"R$ 0,56","0,59%","1,87%","3,73%","6,95%","0,62%","0,62%","0,58%","6,44%","13,24%","13,91%","3,76%","R$ 998.576.404,46","R$ 99,46","0,88","0,56%","-0,13%","0,43%","3,24%","0,10%",N/A,4
130,LVBI11,Logística,"R$ 103,80",30473.0,"R$ 0,71","0,69%","2,18%","4,03%","6,91%","0,73%","0,67%","0,58%","6,46%","18,59%","19,41%","-6,82%","R$ 1.352.087.107,37","R$ 114,83","0,90","0,62%","0,09%","0,70%","4,18%","2,30%","0,00%",10
131,VSHO11,Shoppings,"R$ 79,01",80.0,"R$ 0,61","0,75%","2,08%","4,56%","6,24%","0,69%","0,76%","0,52%","6,24%","6,89%","7,69%","5,77%","R$ 214.966.958,74","R$ 102,42","0,77","0,52%","1,08%","1,60%","7,85%","12,39%",N/A,3
132,BBPO11,Lajes Corporativas,"R$ 90,88",10763.0,"R$ 0,90","0,95%","2,91%","5,40%","11,04%","0,97%","0,90%","0,92%","11,04%","8,25%","9,28%","-8,07%","R$ 1.528.388.042,03","R$ 96,01","0,95","0,91%","0,03%","0,94%","5,35%","0,00%","0,00%",64
133,HGRS11,Residencial,N/A,N/A,"R$ 0,00","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",N/A,"0,00%","0,00%","0,00%","R$ 95.106.297,80","R$ 79,63",N/A,"0,00%","0,00%","0,00%","0,00%",N/A,N/A,0
134,JSRE11,Híbrido,"R$ 80,10",9328.0,"R$ 0,53","0,64%","2,12%","4,02%","7,38%","0,71%","0,67%","0,62%","7,38%","18,40%","19,16%","-10,88%","R$ 2.351.705.389,52","R$ 113,24","0,71","0,47%","-0,17%","0,30%","3,53%","12,50%","11,70%",5
135,HGRU11,Híbrido,"R$ 112,34",40206.0,"R$ 0,76","0,64%","1,95%","3,81%","7,32%","0,65%","0,63%","0,61%","7,32%","9,89%","10,59%","-1,15%","R$ 2.178.829.394,48","R$ 118,37","0,95","0,61%","0,84%","1,45%","7,21%","0,00%","0,00%",16
136,RBRD11,Híbrido,"R$ 41,26",1162.0,"R$ 0,18","0,41%","1,17%","1,86%","2,15%","0,39%","0,31%","0,18%","2,15%","0,05%","0,46%","-40,10%","R$ 133.413.909,27","R$ 72,05","0,57","0,25%","-0,19%","0,06%","3,22%","31,72%",N/A,4
137,HGPO11,Lajes Corporativas,"R$ 229,10",5427.0,"R$ 1,35","0,56%","1,74%","3,41%","6,45%","0,58%","0,57%","0,54%","6,45%","8,25%","8,85%","11,15%","R$ 472.698.435,50","R$ 269,64","0,85","0,50%","11,65%","12,21%","16,98%","4,99%","2,83%",2
138,HGFF11,Títulos e Val. Mob.,"R$ 76,53",6792.0,"R$ 0,58","0,76%","2,35%","4,25%","7,81%","0,78%","0,71%","0,65%","7,81%","14,41%","15,28%","-15,81%","R$ 241.961.375,26","R$ 84,50","0,91","0,65%","-4,11%","-3,49%","-8,99%",N/A,N/A,0
139,CBOP11,Lajes Corporativas,"R$ 64,50",504.0,"R$ 2,60","4,13%","5,69%","7,84%","11,81%","1,90%","1,31%","0,98%","11,81%","3,18%","7,44%","-2,32%","R$ 123.083.568,10","R$ 86,98","0,74","0,56%","-6,63%","-6,10%","1,72%","3,50%","7,00%",1
140,KNCR11,Títulos e Val. Mob.,"R$ 101,05",39111.0,"R$ 0,82","0,80%","2,04%","3,61%","5,71%","0,68%","0,60%","0,48%","5,71%","3,26%","4,09%","21,51%","R$ 3.943.715.974,84","R$ 100,87","1,00","0,64%","0,17%","0,82%","6,17%",N/A,N/A,0
141,FIGS11,Shoppings,"R$ 56,00",1191.0,"R$ 0,37","0,64%","1,83%","3,28%","5,22%","0,61%","0,55%","0,44%","5,22%","16,45%","17,19%","-9,34%","R$ 269.042.988,25","R$ 94,40","0,59","0,34%","0,09%","0,42%","2,58%","11,90%",N/A,2
142,PQAG11,Logística,"R$ 57,50",1172.0,"R$ 0,39","0,67%","1,85%","3,58%","6,84%","0,62%","0,60%","0,57%","6,84%","-5,59%","-4,96%","-11,18%","R$ 795.887.588,27","R$ 56,88","1,01","0,67%","0,01%","0,68%","5,40%","0,00%",N/A,1
143,HGBS11,Shoppings,"R$ 177,26",6960.0,"R$ 1,10","0,57%","1,73%","2,93%","4,49%","0,58%","0,49%","0,37%","4,49%","20,78%","21,47%","-7,22%","R$ 2.112.312.883,11","R$ 211,23","0,84","0,50%","-0,72%","-0,23%","1,43%","6,90%",N/A,17
144,VGHF11,Títulos e Val. Mob.,"R$ 10,09",127087.0,"R$ 0,18","1,80%","4,82%","8,49%","0,00%","1,61%","1,42%","0,00%","11,68%","0,10%","1,90%","12,76%","R$ 314.758.692,16","R$ 9,43","1,07","1,59%","0,21%","1,80%","5,03%",N/A,N/A,0
145,HAAA11,Lajes Corporativas,"R$ 96,00",2.0,"R$ 0,54","0,56%","1,71%","3,34%","0,00%","0,57%","0,56%","0,00%","5,40%","3,09%","3,67%","-0,19%","R$ 325.770.617,79","R$ 94,29","1,02","0,57%","-0,51%","0,06%","0,93%","9,90%",N/A,1
146,RNDP11,Títulos e Val. Mob.,"R$ 623,00",14.0,"R$ 4,00","0,62%","2,04%","3,68%","6,84%","0,68%","0,61%","0,57%","6,84%","-0,26%","0,36%","-11,98%","R$ 75.255.135,70","R$ 700,17","0,89","0,64%","0,31%","0,95%","-3,65%",N/A,N/A,0
147,OUJP11,Títulos e Val. Mob.,"R$ 88,40",7635.0,"R$ 0,95","1,03%","3,26%","5,94%","10,05%","1,09%","0,99%","0,84%","10,05%","9,15%","10,27%","-5,69%","R$ 330.555.871,85","R$ 101,63","0,87","0,98%","2,34%","3,34%","4,38%",N/A,N/A,0
148,SPTW11,Lajes Corporativas,"R$ 44,40",3454.0,"R$ 0,40","0,86%","4,22%","6,85%","22,07%","1,41%","1,14%","1,84%","22,07%","-1,27%","-0,42%","-33,61%","R$ 89.355.196,77","R$ 49,70","0,89","0,80%","0,17%","0,98%","9,07%","0,00%",N/A,1
149,KFOF11,Títulos e Val. Mob.,"R$ 77,40",11706.0,"R$ 0,61","0,79%","2,19%","4,23%","8,03%","0,73%","0,70%","0,67%","8,03%","12,46%","13,35%","-17,89%","R$ 396.443.903,02","R$ 87,45","0,89","0,55%","-5,58%","-5,06%","-11,81%",N/A,N/A,0
150,CACR11,Híbrido,"R$ 108,00",1593.0,"R$ 1,59","1,43%","4,14%","7,31%","13,25%","1,38%","1,22%","1,10%","13,25%","7,62%","9,16%","10,28%","R$ 153.985.328,53","R$ 101,69","1,06",N/A,N/A,N/A,N/A,N/A,N/A,0
151,VOTS11,Títulos e Val. Mob.,"R$ 84,25",71.0,"R$ 0,75","0,88%","2,56%","4,73%","8,02%","0,85%","0,79%","0,67%","8,02%","-0,54%","0,34%","14,33%","R$ 81.087.297,42","R$ 97,94","0,86","0,79%","0,68%","1,47%","4,32%",N/A,N/A,0
152,CYCR11,,"R$ 102,50",389.0,"R$ 1,74","1,69%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","1,69%","0,00%","1,69%","1,69%","R$ 50.182.641,04","R$ 94,68","1,08","1,58%","0,00%","1,58%","1,58%",N/A,N/A,0
153,XPCI11,Outros,"R$ 96,30",22176.0,"R$ 0,97","1,00%","3,04%","5,85%","11,40%","1,01%","0,98%","0,95%","11,40%","6,38%","7,45%","11,91%","R$ 650.592.300,58","R$ 94,45","1,02","0,97%","-0,41%","0,56%","5,01%",N/A,N/A,0
154,URPR11,Outros,"R$ 114,41",33730.0,"R$ 1,67","1,45%","4,38%","9,01%","18,97%","1,46%","1,50%","1,58%","18,97%","10,08%","11,67%","7,70%","R$ 351.769.051,16","R$ 96,30","1,19","1,94%","1,73%","3,71%","10,56%",N/A,N/A,0
155,QAMI11,Híbrido,"R$ 99,49",912.0,"R$ 1,54","1,59%","4,69%","8,28%","0,00%","1,56%","1,38%","0,00%","10,38%","3,20%","4,84%","7,06%","R$ 73.099.914,93","R$ 91,22","1,09","1,64%","1,54%","3,21%","2,66%",N/A,N/A,0
156,RZTR11,Híbrido,"R$ 101,01",24685.0,"R$ 1,25","1,23%","3,50%","6,31%","10,59%","1,17%","1,05%","0,88%","10,59%","5,46%","6,76%","5,15%","R$ 1.087.621.455,10","R$ 98,44","1,03","1,27%","0,00%","1,27%","9,39%",N/A,N/A,10
157,PATL11,Híbrido,"R$ 73,60",12999.0,"R$ 0,57","0,76%","2,52%","4,77%","8,52%","0,84%","0,80%","0,71%","8,52%","18,20%","19,10%","-12,90%","R$ 473.626.965,64","R$ 94,89","0,78","0,60%","-0,55%","0,05%","4,08%","7,00%","0,00%",2
158,TGAR11,Outros,"R$ 117,91",28614.0,"R$ 1,23","1,01%","3,04%","5,57%","10,74%","1,01%","0,93%","0,90%","10,74%","4,93%","5,99%","-6,01%","R$ 1.440.967.369,95","R$ 127,41","0,93","0,96%","-1,42%","-0,47%","6,39%",N/A,N/A,0
159,BARI11,Títulos e Val. Mob.,"R$ 102,59",11362.0,"R$ 1,35","1,30%","3,59%","6,79%","13,88%","1,20%","1,13%","1,16%","13,88%","2,11%","3,44%","4,21%","R$ 471.526.990,84","R$ 101,75","1,01","1,18%","-0,17%","1,00%","9,96%",N/A,N/A,0
160,HGIC11,Títulos e Val. Mob.,"R$ 105,49",11569.0,"R$ 1,13","1,07%","3,04%","5,24%","0,00%","1,01%","0,87%","0,00%","7,50%","-2,41%","-1,36%","13,68%","R$ 24.699.300,59","R$ 106,17","0,99","1,06%","1,43%","2,51%","12,18%",N/A,N/A,0
161,BRCO11,Logística,"R$ 98,36",30502.0,"R$ 0,63","0,61%","1,90%","3,58%","6,54%","0,63%","0,60%","0,55%","6,54%","20,09%","20,83%","-3,21%","R$ 1.753.609.368,40","R$ 118,66","0,83","0,51%","9,29%","9,84%","14,04%","0,00%","0,00%",10
162,HUSC11,Outros,"R$ 114,90",12.0,"R$ 0,60","0,49%","1,66%","3,61%","6,76%","0,55%","0,60%","0,56%","6,76%","4,24%","4,75%","-14,45%","R$ 113.166.728,66","R$ 142,42","0,81",N/A,N/A,N/A,N/A,N/A,N/A,0
163,CXCO11,Lajes Corporativas,"R$ 81,00",1425.0,"R$ 0,65","0,80%","2,44%","4,51%","0,00%","0,81%","0,75%","0,00%","6,43%","13,51%","14,42%","-13,11%","R$ 394.270.353,54","R$ 100,46","0,81","0,65%","0,03%","0,68%","5,18%",N/A,N/A,0
164,ARRI11,Títulos e Val. Mob.,"R$ 96,60",5127.0,"R$ 1,75","1,79%","4,81%","7,60%","14,86%","1,60%","1,27%","1,24%","14,86%","3,99%","5,85%","19,54%","R$ 97.931.960,81","R$ 93,42","1,03","1,57%","-1,12%","0,44%","7,21%",N/A,N/A,0
165,RBFF11,Títulos e Val. Mob.,"R$ 55,46",4224.0,"R$ 0,47","0,82%","2,57%","4,85%","8,96%","0,86%","0,81%","0,75%","8,96%","9,25%","10,15%","-16,53%","R$ 236.797.657,20","R$ 63,16","0,88","0,74%","-4,54%","-3,83%","-12,24%",N/A,N/A,0
166,RNGO11,Lajes Corporativas,"R$ 51,11",1788.0,"R$ 0,35","0,66%","1,96%","3,72%","7,31%","0,65%","0,62%","0,61%","7,31%","3,86%","4,55%","-19,06%","R$ 234.015.134,97","R$ 87,45","0,58","0,40%","-0,03%","0,37%","-11,67%","24,00%",N/A,3
167,FVPQ11,Shoppings,"R$ 106,01",2030.0,"R$ 0,75","0,69%","1,54%","2,88%","5,41%","0,51%","0,48%","0,45%","4,57%","1,21%","1,90%","-10,25%","R$ 554.337.596,32","R$ 197,97","0,54","0,30%","0,84%","1,15%","2,23%","5,50%",N/A,1
168,XPCM11,Lajes Corporativas,"R$ 19,33",3906.0,"R$ 0,11","0,49%","2,43%","4,43%","9,82%","0,81%","0,74%","0,82%","9,82%","12,84%","13,40%","-57,93%","R$ 133.587.253,96","R$ 55,33","0,35","0,34%","-20,72%","-20,45%","-21,54%","100,00%",N/A,1
169,TRXF11,Outros,"R$ 100,95",10546.0,"R$ 0,90","0,89%","2,48%","4,55%","8,48%","0,83%","0,76%","0,71%","8,48%","3,40%","4,32%","3,17%","R$ 575.388.816,58","R$ 101,99","0,99","0,78%","0,11%","0,89%","2,22%","0,00%",N/A,44
170,NSLU11,Hospital,"R$ 222,00",786.0,"R$ 1,96","0,82%","2,66%","5,10%","9,27%","0,89%","0,85%","0,77%","8,71%","12,22%","13,14%","-5,27%","R$ 244.408.065,59","R$ 213,49","1,04","0,92%","0,00%","0,92%","7,29%","0,00%",N/A,1
171,EVBI11,Híbrido,"R$ 94,99",31.0,"R$ 0,75","0,78%","2,08%","4,03%","0,00%","0,69%","0,67%","0,00%","6,46%","-2,04%","-1,28%","2,38%","R$ 109.832.723,37","R$ 101,47","0,94","0,74%","-0,05%","0,69%","9,96%","0,00%",N/A,2
172,FIIB11,Híbrido,"R$ 453,00",781.0,"R$ 3,70","0,80%","2,30%","4,34%","8,14%","0,77%","0,72%","0,68%","7,60%","6,42%","7,27%","-5,03%","R$ 303.500.566,33","R$ 443,07","1,02","0,84%","0,10%","0,94%","7,10%","6,28%",N/A,1
173,HGCR11,Títulos e Val. Mob.,"R$ 105,15",15928.0,"R$ 1,25","1,18%","2,96%","5,27%","9,84%","0,99%","0,88%","0,82%","9,84%","3,20%","4,42%","12,36%","R$ 1.266.260.106,77","R$ 102,35","1,03","0,93%","0,95%","1,88%","5,68%",N/A,N/A,0
174,HGRE11,Lajes Corporativas,"R$ 132,99",23746.0,"R$ 2,75","2,02%","3,14%","4,68%","8,13%","1,05%","0,78%","0,68%","8,13%","13,43%","15,72%","-1,62%","R$ 1.968.340.821,76","R$ 166,56","0,80","0,41%","-2,03%","-1,62%","3,24%","23,93%","26,71%",21
175,HGLG11,Logística,"R$ 168,37",37639.0,"R$ 1,75","1,03%","2,37%","4,37%","8,02%","0,79%","0,73%","0,67%","8,02%","6,60%","7,69%","2,84%","R$ 3.143.778.623,08","R$ 147,50","1,14","0,75%","0,18%","0,93%","8,18%","7,90%","6,60%",17
176,KNSC11,Títulos e Val. Mob.,"R$ 99,49",44048.0,"R$ 1,45","1,44%","4,19%","7,57%","13,46%","1,40%","1,26%","1,12%","13,46%","4,06%","5,55%","11,35%","R$ 717.423.945,13","R$ 90,40","1,10","1,55%","2,42%","4,01%","2,62%",N/A,N/A,0
177,KNHY11,Títulos e Val. Mob.,"R$ 105,38",52336.0,"R$ 1,50","1,37%","4,09%","7,40%","13,75%","1,36%","1,23%","1,15%","13,75%","3,47%","4,89%","11,37%","R$ 1.383.482.515,19","R$ 96,81","1,09","1,56%","1,33%","2,91%","3,68%",N/A,N/A,0
178,KNIP11,Títulos e Val. Mob.,"R$ 102,45",93800.0,"R$ 1,50","1,43%","4,26%","7,53%","13,50%","1,42%","1,25%","1,13%","13,50%","2,72%","4,19%","5,76%","R$ 7.054.546.598,14","R$ 99,17","1,03","1,51%","1,82%","3,36%","5,13%",N/A,N/A,0
179,VCJR11,Títulos e Val. Mob.,"R$ 98,05",13835.0,"R$ 1,55","1,57%","4,32%","7,63%","11,88%","1,44%","1,27%","0,99%","11,88%","2,86%","4,47%","5,56%","R$ 1.106.452.911,42","R$ 95,35","1,03","1,52%","1,50%","3,05%","3,83%",N/A,N/A,0
180,HFOF11,Títulos e Val. Mob.,"R$ 80,75",12897.0,"R$ 0,60","0,73%","2,23%","4,25%","7,70%","0,74%","0,71%","0,64%","7,70%","4,59%","5,36%","-15,04%","R$ 1.897.056.709,57","R$ 82,57","0,98","0,73%","-5,25%","-4,56%","-8,23%",N/A,N/A,0
181,HLOG11,Logística,"R$ 93,49",4108.0,"R$ 0,63","0,66%","1,93%","3,68%","6,94%","0,64%","0,61%","0,58%","6,94%","-1,28%","-0,62%","-14,44%","R$ 483.225.708,31","R$ 113,70","0,82","0,55%","-0,47%","0,08%","-0,20%","4,00%",N/A,3
182,VRTA11,Títulos e Val. Mob.,"R$ 105,93",22154.0,"R$ 1,19","1,14%","3,48%","6,38%","11,36%","1,16%","1,06%","0,95%","11,36%","2,98%","4,16%","1,40%","R$ 1.017.170.179,70","R$ 96,87","1,09","1,29%","1,80%","3,11%","4,77%",N/A,N/A,0
